"C3","C4","CZ","EMG","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.03629,0.03474,0.04462,2e-04,0.0364,0.04142,0.03386,0.0397,0.06925,0.07168,0.04718,0.01025,0.04018,0.13246,0.03305,0.05248,0.04235,0.01185,0.02994,0.04357,0.04158,0.07131
0.03273,0.03042,0.03837,2e-04,0.03788,0.03181,0.03372,0.02845,0.076,0.06716,0.03729,0.00705,0.03605,0.11566,0.03462,0.04416,0.03051,0.00976,0.0344,0.04017,0.04376,0.06166
0.03246,0.0251,0.03349,2e-04,0.03884,0.03176,0.03577,0.02369,0.07953,0.06634,0.03679,0.00744,0.03493,0.12058,0.03432,0.04317,0.0382,0.00895,0.02772,0.0321,0.04077,0.05616
0.03366,0.02633,0.02957,2e-04,0.02809,0.03026,0.05328,0.02942,0.0544,0.06663,0.02813,0.00574,0.03447,0.1062,0.03502,0.04047,0.03544,0.00594,0.03869,0.03781,0.0415,0.07298
0.03677,0.04063,0.03845,2e-04,0.04389,0.0381,0.06642,0.03315,0.06052,0.08078,0.04264,0.00653,0.03477,0.09053,0.02993,0.0442,0.03528,0.00918,0.03454,0.03549,0.04531,0.06541
0.03658,0.02935,0.04999,2e-04,0.05292,0.03649,0.06838,0.03522,0.08855,0.0651,0.05066,0.00963,0.03657,0.12255,0.0301,0.04612,0.03468,0.00995,0.03197,0.04623,0.03328,0.05993
0.03448,0.03625,0.053,3e-04,0.04101,0.03583,0.06094,0.03468,0.08204,0.07113,0.04035,0.0077,0.02973,0.15151,0.0307,0.05248,0.04227,0.00865,0.02451,0.04153,0.03542,0.06955
0.03697,0.03773,0.04221,3e-04,0.03706,0.02858,0.06395,0.02977,0.06621,0.07071,0.03635,0.00599,0.04165,0.10791,0.0377,0.03821,0.03886,0.00724,0.03232,0.05336,0.04563,0.07215
0.03833,0.03509,0.04581,3e-04,0.04344,0.04254,0.06987,0.03205,0.08268,0.0758,0.05063,0.00763,0.03906,0.13939,0.03879,0.05494,0.04039,0.01024,0.03836,0.04082,0.03498,0.07161
0.04139,0.04408,0.04888,3e-04,0.04922,0.03761,0.06325,0.04006,0.08371,0.08398,0.04865,0.00809,0.04405,0.1362,0.04734,0.04952,0.0432,0.0076,0.03364,0.0388,0.04342,0.07176
0.02776,0.03122,0.03204,3e-04,0.04095,0.03069,0.05352,0.0331,0.08427,0.06852,0.03659,0.00614,0.04092,0.10683,0.03274,0.04395,0.03822,0.00974,0.02137,0.04874,0.03612,0.06311
0.02744,0.02611,0.02716,2e-04,0.03155,0.03105,0.05777,0.02877,0.07327,0.06819,0.03828,0.00643,0.0399,0.10923,0.02791,0.04112,0.02869,0.0095,0.03066,0.03764,0.03583,0.05702
0.02899,0.03228,0.03514,3e-04,0.03806,0.02651,0.05204,0.02849,0.08197,0.05514,0.04074,0.00573,0.04225,0.1358,0.03309,0.04831,0.03504,0.00815,0.0376,0.03909,0.04038,0.05609
0.02619,0.03351,0.03563,5e-04,0.02839,0.03083,0.04416,0.03254,0.07661,0.07558,0.03545,0.00808,0.03316,0.12898,0.02927,0.04164,0.03703,0.00749,0.03609,0.0355,0.0365,0.05873
0.02968,0.03027,0.03173,2e-04,0.02889,0.0282,0.06257,0.03426,0.06043,0.05983,0.03148,0.00729,0.03737,0.14314,0.0327,0.05156,0.03724,0.00779,0.03138,0.03533,0.04093,0.06109
0.03455,0.0348,0.03066,0.00015,0.03309,0.02634,0.06026,0.03187,0.0468,0.05135,0.03141,0.00494,0.03384,0.12967,0.03206,0.04481,0.04134,0.00724,0.03891,0.03493,0.03905,0.07126
0.03777,0.02977,0.0345,5e-05,0.03587,0.03168,0.05085,0.02591,0.06128,0.07156,0.03726,0.00472,0.03447,0.10635,0.02986,0.03972,0.03796,0.00689,0.03834,0.03857,0.03755,0.04886
0.02999,0.0253,0.03052,2e-04,0.03098,0.02911,0.05625,0.03343,0.07716,0.05931,0.03154,0.00682,0.02312,0.06328,0.02555,0.03005,0.03114,0.00683,0.02584,0.03504,0.02779,0.04094
0.036,0.02613,0.03355,2e-04,0.0322,0.0317,0.04893,0.03102,0.07779,0.0564,0.03401,0.00563,0.03007,0.10197,0.03163,0.0418,0.03511,0.00883,0.03483,0.03828,0.03754,0.06335
0.03308,0.03153,0.03927,3e-04,0.03231,0.03181,0.04514,0.02896,0.06349,0.06943,0.03032,0.00833,0.03575,0.12961,0.02856,0.04111,0.03953,0.00779,0.02872,0.03864,0.03709,0.06112
0.03722,0.03031,0.03815,2e-04,0.03281,0.03091,0.05228,0.02874,0.05822,0.0673,0.0377,0.00639,0.03878,0.12205,0.03374,0.04976,0.0434,0.00694,0.03999,0.03894,0.04399,0.08566
0.02719,0.02565,0.02864,2e-04,0.02826,0.02925,0.05211,0.02294,0.05554,0.06099,0.03399,0.00678,0.03489,0.13456,0.02922,0.04345,0.03587,0.00798,0.02725,0.04074,0.03742,0.05443
0.03444,0.03253,0.03299,2e-04,0.03759,0.03105,0.04451,0.03451,0.06163,0.0674,0.03862,0.00618,0.03797,0.13127,0.0326,0.05372,0.03903,0.00839,0.02964,0.0398,0.03624,0.06977
0.04267,0.03301,0.04131,2e-04,0.03924,0.03401,0.06727,0.03502,0.05031,0.05629,0.03799,0.00668,0.03944,0.12461,0.03856,0.05212,0.0452,0.00744,0.0374,0.048,0.03858,0.07395
0.03116,0.03272,0.03516,3e-04,0.04725,0.03572,0.05369,0.03428,0.05375,0.06683,0.03889,0.00858,0.042,0.11342,0.03389,0.04646,0.03698,0.00779,0.03254,0.04259,0.03744,0.07207
0.03156,0.02891,0.04093,1e-04,0.03644,0.03333,0.05992,0.03512,0.06377,0.08148,0.03694,0.00784,0.03986,0.12332,0.02837,0.04653,0.03648,0.00879,0.03071,0.04351,0.03989,0.06506
0.04786,0.03654,0.0642,1e-04,0.05718,0.04212,0.0754,0.03573,0.07507,0.07786,0.04843,0.01159,0.04765,0.18607,0.03954,0.06438,0.04613,0.00899,0.04425,0.06522,0.0465,0.08543
0.03419,0.02913,0.03702,3e-04,0.03984,0.02801,0.06318,0.03283,0.06998,0.06934,0.03444,0.00916,0.04139,0.12013,0.0387,0.03872,0.03573,0.00699,0.03487,0.04088,0.04443,0.06218
0.04147,0.034,0.04264,3e-04,0.0484,0.03614,0.07502,0.02896,0.0641,0.0905,0.05377,0.00865,0.03776,0.0892,0.03484,0.04209,0.03983,0.00678,0.03292,0.03695,0.04252,0.06316
0.03716,0.03667,0.04096,2e-04,0.03939,0.03698,0.07198,0.03629,0.05697,0.09345,0.04427,0.01019,0.04189,0.13495,0.03662,0.05146,0.04355,0.00778,0.03286,0.04688,0.03976,0.08572
0.03679,0.03913,0.03555,2e-04,0.03535,0.03368,0.07186,0.04183,0.08918,0.07142,0.03737,0.0058,0.04186,0.15507,0.04133,0.05321,0.03892,0.00769,0.04086,0.05028,0.0512,0.06923
0.03313,0.0277,0.03423,6e-04,0.03378,0.04007,0.06616,0.03561,0.0725,0.09346,0.03804,0.00628,0.03711,0.16293,0.03201,0.04742,0.03109,0.00819,0.0324,0.0324,0.04246,0.0535
