"C3","C4","CZ","EMG","F3","F4","F7","F8","FP1","FP2","FZ","LOG","O1","O2","P3","P4","PZ","ROG","T3","T4","T5","T6"
0.00961,0.00593,0.01061,0.00288,0.01428,0.00886,0.03465,0.01064,0.01337,0.00812,0.00955,0.00284,0.01137,0.00933,0.01037,0.00902,0.01031,0.00354,0.00717,0.00894,0.00792,0.0076
0.01039,0.00618,0.01236,0.00262,0.01501,0.01103,0.02522,0.01129,0.01311,0.00927,0.01211,0.00237,0.01125,0.01445,0.01178,0.01008,0.01129,0.00397,0.00718,0.01,0.00873,0.00917
0.01246,0.00853,0.01731,0.00239,0.01364,0.01285,0.01677,0.01131,0.0145,0.01103,0.01895,0.00368,0.01184,0.01243,0.01541,0.01377,0.01487,0.00417,0.00783,0.01291,0.00949,0.01264
0.02,0.01465,0.02242,0.00315,0.02612,0.01887,0.03378,0.01776,0.0236,0.01742,0.02287,0.00827,0.02,0.01362,0.03243,0.02454,0.02815,0.00796,0.01539,0.02368,0.01391,0.01506
0.01363,0.00905,0.01407,0.00464,0.01732,0.01414,0.02997,0.01343,0.0219,0.01291,0.01321,0.01881,0.0124,0.00964,0.01846,0.01366,0.01416,0.00539,0.00939,0.01329,0.00989,0.01007
0.01616,0.00951,0.02188,0.00438,0.02482,0.0163,0.04209,0.01434,0.02944,0.01653,0.01766,0.01117,0.01356,0.01166,0.01707,0.01739,0.01575,0.00597,0.01103,0.01526,0.01141,0.01721
0.01224,0.0101,0.01881,0.00515,0.01817,0.01363,0.0337,0.01259,0.0334,0.01363,0.01234,0.005,0.01471,0.01174,0.01662,0.0163,0.01724,0.00556,0.00975,0.01589,0.01035,0.01433
0.01377,0.01004,0.02146,0.00536,0.02131,0.01212,0.03915,0.01186,0.03372,0.0119,0.01438,0.00993,0.01454,0.01032,0.0173,0.02025,0.01783,0.00569,0.00918,0.01851,0.0092,0.01431
0.01196,0.00813,0.01606,0.00476,0.01494,0.00995,0.02558,0.01012,0.03385,0.01067,0.01292,0.00342,0.01696,0.01508,0.01808,0.01977,0.01841,0.00405,0.00879,0.01398,0.01021,0.01376
0.01155,0.00916,0.0164,0.0044,0.01817,0.01158,0.02741,0.01158,0.03202,0.01086,0.01381,0.0035,0.01089,0.01085,0.01429,0.01543,0.01361,0.0045,0.00886,0.01485,0.00828,0.00983
